id,title,contaminante,nivel,value,fecha,year
720050220so2,Jaime Ferran,so2,Buena,5,20-02-2005,2005
320050220o3,El Paraninfo,o3,Buena,31,20-02-2005,2005
720050221pm10,Jaime Ferran,pm10,Razonablemente buena,39,21-02-2005,2005
720050221co,Jaime Ferran,co,"",0.7,21-02-2005,2005
820050221so2,Renovales,so2,Buena,6,21-02-2005,2005
820050221co,Renovales,co,"",0.5,21-02-2005,2005
420051129pm10,Miguel Servet,pm10,Desfavorable,56,29-11-2005,2005
820051129co,Renovales,co,"",0.4,29-11-2005,2005
420051130no2,Miguel Servet,no2,Razonablemente buena,68,30-11-2005,2005
120051201sh2,El Picarral,sh2,Razonablemente buena,20,01-12-2005,2005
420051201pm10,Miguel Servet,pm10,Desfavorable,74,01-12-2005,2005
420051201no2,Miguel Servet,no2,Razonablemente buena,71,01-12-2005,2005
120051202co,El Picarral,co,"",0.6,02-12-2005,2005
320051202pm10,El Paraninfo,pm10,Razonablemente buena,31,02-12-2005,2005
120051203co,El Picarral,co,"",0.4,03-12-2005,2005
320051203pm10,El Paraninfo,pm10,Razonablemente buena,23,03-12-2005,2005
220051203o3,Roger de Flor,o3,Buena,26,03-12-2005,2005
720051205so2,Jaime Ferran,so2,Buena,6,05-12-2005,2005
720051205sh2,Jaime Ferran,sh2,Buena,3,05-12-2005,2005
320051205co,El Paraninfo,co,"",0.8,05-12-2005,2005
720051208o3,Jaime Ferran,o3,Buena,12,08-12-2005,2005
320051208co,El Paraninfo,co,"",0.7,08-12-2005,2005
620051207so2,Avenida de Navarra,so2,Buena,21,07-12-2005,2005
620051207pm10,Avenida de Navarra,pm10,Regular,47,07-12-2005,2005
620051207no2,Avenida de Navarra,no2,Razonablemente buena,74,07-12-2005,2005
720051207so2,Jaime Ferran,so2,Buena,7,07-12-2005,2005
320051207pm10,El Paraninfo,pm10,Razonablemente buena,29,07-12-2005,2005
220051207pm10,Roger de Flor,pm10,Razonablemente buena,39,07-12-2005,2005
720051209no2,Jaime Ferran,no2,Razonablemente buena,45,09-12-2005,2005
720051210no2,Jaime Ferran,no2,Buena,40,10-12-2005,2005
320051210no2,El Paraninfo,no2,Razonablemente buena,70,10-12-2005,2005
320051210o3,El Paraninfo,o3,Buena,10,10-12-2005,2005
620051211pm10,Avenida de Navarra,pm10,Razonablemente buena,38,11-12-2005,2005
720051211so2,Jaime Ferran,so2,Buena,6,11-12-2005,2005
320051211pm10,El Paraninfo,pm10,Razonablemente buena,24,11-12-2005,2005
620051212no2,Avenida de Navarra,no2,Razonablemente buena,77,12-12-2005,2005
320051212co,El Paraninfo,co,"",1.1,12-12-2005,2005
320051215no2,El Paraninfo,no2,Razonablemente buena,70,15-12-2005,2005
620051216o3,Avenida de Navarra,o3,Buena,14,16-12-2005,2005
220051217so2,Roger de Flor,so2,Buena,19,17-12-2005,2005
120051218pm10,El Picarral,pm10,Buena,13,18-12-2005,2005
120051218no2,El Picarral,no2,Buena,19,18-12-2005,2005
120051218o3,El Picarral,o3,Buena,25,18-12-2005,2005
820051218o3,Renovales,o3,Buena,24,18-12-2005,2005
320051219so2,El Paraninfo,so2,Buena,25,19-12-2005,2005
620051220pm10,Avenida de Navarra,pm10,Desfavorable,99,20-12-2005,2005
720051220so2,Jaime Ferran,so2,Buena,9,20-12-2005,2005
720051220pm10,Jaime Ferran,pm10,Desfavorable,60,20-12-2005,2005
720051220sh2,Jaime Ferran,sh2,Buena,4,20-12-2005,2005
320051220pm10,El Paraninfo,pm10,Desfavorable,54,20-12-2005,2005
120051221co,El Picarral,co,Buena,0.9,21-12-2005,2005
120051221sh2,El Picarral,sh2,Buena,7,21-12-2005,2005
620051223so2,Avenida de Navarra,so2,Buena,31,23-12-2005,2005
220051223pm10,Roger de Flor,pm10,Desfavorable,98,23-12-2005,2005
420051224pm10,Miguel Servet,pm10,Desfavorable,75,24-12-2005,2005
420051224co,Miguel Servet,co,Buena,0.9,24-12-2005,2005
220051224so2,Roger de Flor,so2,Buena,22,24-12-2005,2005
220051224o3,Roger de Flor,o3,Buena,7,24-12-2005,2005
1020070222o3,Centro,o3,Buena,7,22-02-2007,2007
220070222co,Roger de Flor,co,Buena,0.8,22-02-2007,2007
220070222o3,Roger de Flor,o3,Buena,5,22-02-2007,2007
720070225o3,Jaime Ferran,o3,Buena,20,25-02-2007,2007
720070225sh2,Jaime Ferran,sh2,Buena,0,25-02-2007,2007
1020070225o3,Centro,o3,Buena,38,25-02-2007,2007
920070227so2,Las Fuentes,so2,Buena,7,27-02-2007,2007
920070227o3,Las Fuentes,o3,Buena,29,27-02-2007,2007
820070227pm10,Renovales,pm10,Razonablemente buena,34,27-02-2007,2007
820070227o3,Renovales,o3,Buena,31,27-02-2007,2007
220070227so2,Roger de Flor,so2,Buena,5,27-02-2007,2007
120070228pm10,El Picarral,pm10,Desfavorable,61,28-02-2007,2007
120070228co,El Picarral,co,Buena,0.5,28-02-2007,2007
920070228o3,Las Fuentes,o3,Buena,15,28-02-2007,2007
820070228no2,Renovales,no2,Buena,33,28-02-2007,2007
820070228o3,Renovales,o3,Buena,16,28-02-2007,2007
220070228so2,Roger de Flor,so2,Buena,5,28-02-2007,2007
120070302co,El Picarral,co,Buena,0.4,02-03-2007,2007
920070302no2,Las Fuentes,no2,Razonablemente buena,42,02-03-2007,2007
1020070302no2,Centro,no2,Razonablemente buena,55,02-03-2007,2007
1020070302co,Centro,co,Buena,0.5,02-03-2007,2007
1020070302o3,Centro,o3,Buena,23,02-03-2007,2007
220070302so2,Roger de Flor,so2,Buena,4,02-03-2007,2007
220070302pm10,Roger de Flor,pm10,Desfavorable,58,02-03-2007,2007
120070303sh2,El Picarral,sh2,Buena,4,03-03-2007,2007
720070303co,Jaime Ferran,co,Buena,0.3,03-03-2007,2007
720070303o3,Jaime Ferran,o3,Buena,14,03-03-2007,2007
1020070303so2,Centro,so2,Buena,9,03-03-2007,2007
920070818sh2,Las Fuentes,sh2,Buena,2,18-08-2007,2007
820070818so2,Renovales,so2,Buena,5,18-08-2007,2007
620070424so2,Avenida de Navarra,so2,Buena,14,24-04-2007,2007
120070424co,El Picarral,co,Buena,0.3,24-04-2007,2007
920070424pm10,Las Fuentes,pm10,Desfavorable,90,24-04-2007,2007
1020070424no2,Centro,no2,Razonablemente buena,58,24-04-2007,2007
1020070424o3,Centro,o3,Buena,30,24-04-2007,2007
220070424no2,Roger de Flor,no2,Razonablemente buena,67,24-04-2007,2007
220070424co,Roger de Flor,co,Buena,0.4,24-04-2007,2007
620070514pm10,Avenida de Navarra,pm10,Desfavorable,62,14-05-2007,2007
620070514o3,Avenida de Navarra,o3,Buena,29,14-05-2007,2007
120070514no2,El Picarral,no2,Buena,23,14-05-2007,2007
720070514co,Jaime Ferran,co,Buena,0.2,14-05-2007,2007
720070514sh2,Jaime Ferran,sh2,Buena,2,14-05-2007,2007
720070515so2,Jaime Ferran,so2,Buena,2,15-05-2007,2007
720070515o3,Jaime Ferran,o3,Buena,34,15-05-2007,2007
620070519so2,Avenida de Navarra,so2,Buena,1,19-05-2007,2007
720070519o3,Jaime Ferran,o3,Buena,20,19-05-2007,2007
720070519sh2,Jaime Ferran,sh2,Buena,1,19-05-2007,2007
220070519so2,Roger de Flor,so2,Buena,2,19-05-2007,2007
220070519pm10,Roger de Flor,pm10,Razonablemente buena,35,19-05-2007,2007
220070519no2,Roger de Flor,no2,Buena,17,19-05-2007,2007
720070518co,Jaime Ferran,co,Buena,0.2,18-05-2007,2007
1020070518so2,Centro,so2,Buena,2,18-05-2007,2007
1020070518o3,Centro,o3,Buena,19,18-05-2007,2007
820070518o3,Renovales,o3,Buena,27,18-05-2007,2007
620070520so2,Avenida de Navarra,so2,Buena,1,20-05-2007,2007
620070520pm10,Avenida de Navarra,pm10,Regular,42,20-05-2007,2007
620070520co,Avenida de Navarra,co,Buena,0.4,20-05-2007,2007
620070520o3,Avenida de Navarra,o3,Buena,24,20-05-2007,2007
720070520o3,Jaime Ferran,o3,Buena,50,20-05-2007,2007
620070528so2,Avenida de Navarra,so2,Buena,1,28-05-2007,2007
620070528no2,Avenida de Navarra,no2,Razonablemente buena,61,28-05-2007,2007
820070528so2,Renovales,so2,Buena,2,28-05-2007,2007
620070626pm10,Avenida de Navarra,pm10,Desfavorable,58,26-06-2007,2007
620070626no2,Avenida de Navarra,no2,Razonablemente buena,62,26-06-2007,2007
720070626sh2,Jaime Ferran,sh2,Buena,3,26-06-2007,2007
1020070626no2,Centro,no2,Buena,28,26-06-2007,2007
1020070626co,Centro,co,Buena,0.1,26-06-2007,2007
1020070628no2,Centro,no2,Razonablemente buena,45,28-06-2007,2007
820070628co,Renovales,co,Buena,0.1,28-06-2007,2007
620070713pm10,Avenida de Navarra,pm10,Desfavorable,75,13-07-2007,2007
920070713co,Las Fuentes,co,Buena,0.2,13-07-2007,2007
620070714no2,Avenida de Navarra,no2,Razonablemente buena,43,14-07-2007,2007
720070714so2,Jaime Ferran,so2,Buena,2,14-07-2007,2007
720070714co,Jaime Ferran,co,Buena,0.2,14-07-2007,2007
620070715so2,Avenida de Navarra,so2,Buena,1,15-07-2007,2007
120070715no2,El Picarral,no2,Buena,21,15-07-2007,2007
120070715co,El Picarral,co,Buena,0.2,15-07-2007,2007
1020070715no2,Centro,no2,Buena,19,15-07-2007,2007
220070715so2,Roger de Flor,so2,Buena,2,15-07-2007,2007
120070726sh2,El Picarral,sh2,Buena,13,26-07-2007,2007
920070726co,Las Fuentes,co,Buena,0.2,26-07-2007,2007
120070806no2,El Picarral,no2,Buena,27,06-08-2007,2007
920070806so2,Las Fuentes,so2,Buena,1,06-08-2007,2007
620070807no2,Avenida de Navarra,no2,Buena,31,07-08-2007,2007
620070807o3,Avenida de Navarra,o3,Buena,28,07-08-2007,2007
720070807no2,Jaime Ferran,no2,Buena,23,07-08-2007,2007
720070807o3,Jaime Ferran,o3,Buena,48,07-08-2007,2007
1020070807so2,Centro,so2,Buena,3,07-08-2007,2007
820070807no2,Renovales,no2,Buena,9,07-08-2007,2007
720070808sh2,Jaime Ferran,sh2,Buena,2,08-08-2007,2007
920070808co,Las Fuentes,co,Buena,0.1,08-08-2007,2007
820070808no2,Renovales,no2,Buena,10,08-08-2007,2007
620070812pm10,Avenida de Navarra,pm10,Desfavorable,51,12-08-2007,2007
620070812no2,Avenida de Navarra,no2,Buena,39,12-08-2007,2007
720070812o3,Jaime Ferran,o3,Razonablemente buena,79,12-08-2007,2007
820070812no2,Renovales,no2,Buena,11,12-08-2007,2007
820070810pm10,Renovales,pm10,Razonablemente buena,32,10-08-2007,2007
620070811so2,Avenida de Navarra,so2,Buena,2,11-08-2007,2007
620070811no2,Avenida de Navarra,no2,Razonablemente buena,51,11-08-2007,2007
120070811no2,El Picarral,no2,Buena,28,11-08-2007,2007
920070811sh2,Las Fuentes,sh2,Buena,2,11-08-2007,2007
820070811pm10,Renovales,pm10,Razonablemente buena,37,11-08-2007,2007
1020070823no2,Centro,no2,Buena,25,23-08-2007,2007
1020070823co,Centro,co,Buena,0.3,23-08-2007,2007
220070823no2,Roger de Flor,no2,Buena,25,23-08-2007,2007
620070824co,Avenida de Navarra,co,Buena,0.4,24-08-2007,2007
920070824pm10,Las Fuentes,pm10,Regular,42,24-08-2007,2007
820070824pm10,Renovales,pm10,Razonablemente buena,32,24-08-2007,2007
820070824co,Renovales,co,Buena,0.2,24-08-2007,2007
120070831no2,El Picarral,no2,Buena,14,31-08-2007,2007
120070831o3,El Picarral,o3,Razonablemente buena,85,31-08-2007,2007
820080929so2,Renovales,so2,Buena,2,29-09-2008,2008
620081003o3,Avenida de Navarra,o3,Buena,29,03-10-2008,2008
720081003no2,Jaime Ferran,no2,Buena,26,03-10-2008,2008
720081003co,Jaime Ferran,co,Buena,0.3,03-10-2008,2008
720081003sh2,Jaime Ferran,sh2,Buena,4,03-10-2008,2008
1020081003o3,Centro,o3,Buena,45,03-10-2008,2008
620081004so2,Avenida de Navarra,so2,Buena,5,04-10-2008,2008
720081004o3,Jaime Ferran,o3,Buena,42,04-10-2008,2008
1020081004o3,Centro,o3,Buena,34,04-10-2008,2008
220081004pm10,Roger de Flor,pm10,Razonablemente buena,26,04-10-2008,2008
620081005no2,Avenida de Navarra,no2,Razonablemente buena,54,05-10-2008,2008
720081005sh2,Jaime Ferran,sh2,Buena,2,05-10-2008,2008
620061109no2,Avenida de Navarra,no2,Razonablemente buena,76,09-11-2006,2006
820061109so2,Renovales,so2,Buena,3,09-11-2006,2006
820061109co,Renovales,co,Buena,0.5,09-11-2006,2006
820061109o3,Renovales,o3,Buena,7,09-11-2006,2006
620061117so2,Avenida de Navarra,so2,Buena,10,17-11-2006,2006
620061117pm10,Avenida de Navarra,pm10,Desfavorable,72,17-11-2006,2006
920061117pm10,Las Fuentes,pm10,Razonablemente buena,34,17-11-2006,2006
120061122no2,El Picarral,no2,Buena,24,22-11-2006,2006
120061122o3,El Picarral,o3,Buena,10,22-11-2006,2006
820061122so2,Renovales,so2,Buena,1,22-11-2006,2006
820061122co,Renovales,co,Buena,0.4,22-11-2006,2006
620061127co,Avenida de Navarra,co,Buena,0.8,27-11-2006,2006
620070103co,Avenida de Navarra,co,Buena,1,03-01-2007,2007
720070103so2,Jaime Ferran,so2,Buena,4,03-01-2007,2007
820070103no2,Renovales,no2,Buena,37,03-01-2007,2007
820070114pm10,Renovales,pm10,Razonablemente buena,40,14-01-2007,2007
820070114no2,Renovales,no2,Buena,22,14-01-2007,2007
220070117so2,Roger de Flor,so2,Buena,5,17-01-2007,2007
220070117o3,Roger de Flor,o3,Buena,1,17-01-2007,2007
820070125so2,Renovales,so2,Buena,2,25-01-2007,2007
620070201so2,Avenida de Navarra,so2,Buena,9,01-02-2007,2007
720070201so2,Jaime Ferran,so2,Buena,3,01-02-2007,2007
720070201no2,Jaime Ferran,no2,Razonablemente buena,44,01-02-2007,2007
720070201o3,Jaime Ferran,o3,Buena,3,01-02-2007,2007
220070201pm10,Roger de Flor,pm10,Regular,45,01-02-2007,2007
620070207pm10,Avenida de Navarra,pm10,Desfavorable,95,07-02-2007,2007
820070207co,Renovales,co,Buena,0.5,07-02-2007,2007
620070215so2,Avenida de Navarra,so2,Buena,11,15-02-2007,2007
620070215no2,Avenida de Navarra,no2,Regular,93,15-02-2007,2007
620070216o3,Avenida de Navarra,o3,Buena,9,16-02-2007,2007
920070216co,Las Fuentes,co,Buena,0.3,16-02-2007,2007
820070216no2,Renovales,no2,Buena,36,16-02-2007,2007
620070219pm10,Avenida de Navarra,pm10,Desfavorable,79,19-02-2007,2007
1020070219so2,Centro,so2,Buena,9,19-02-2007,2007
1020070219o3,Centro,o3,Buena,15,19-02-2007,2007
220070219no2,Roger de Flor,no2,Razonablemente buena,73,19-02-2007,2007
720070220no2,Jaime Ferran,no2,Razonablemente buena,44,20-02-2007,2007
1020070220so2,Centro,so2,Buena,9,20-02-2007,2007
1020070220o3,Centro,o3,Buena,5,20-02-2007,2007
220070220no2,Roger de Flor,no2,Razonablemente buena,62,20-02-2007,2007
220070220co,Roger de Flor,co,Buena,0.6,20-02-2007,2007
720070221so2,Jaime Ferran,so2,Buena,3,21-02-2007,2007
920070222o3,Las Fuentes,o3,Buena,5,22-02-2007,2007
820070225co,Renovales,co,Buena,0.3,25-02-2007,2007
1020070226no2,Centro,no2,Razonablemente buena,44,26-02-2007,2007
1020070226o3,Centro,o3,Buena,34,26-02-2007,2007
220070226co,Roger de Flor,co,Buena,0.4,26-02-2007,2007
1020070227co,Centro,co,Buena,0.5,27-02-2007,2007
1020070227o3,Centro,o3,Buena,23,27-02-2007,2007
620070228o3,Avenida de Navarra,o3,Buena,6,28-02-2007,2007
720070228so2,Jaime Ferran,so2,Buena,3,28-02-2007,2007
720070228co,Jaime Ferran,co,Buena,0.4,28-02-2007,2007
1020070228co,Centro,co,Buena,0.6,28-02-2007,2007
1020070228o3,Centro,o3,Buena,11,28-02-2007,2007
720070302sh2,Jaime Ferran,sh2,Buena,2,02-03-2007,2007
820070302so2,Renovales,so2,Buena,2,02-03-2007,2007
820070302co,Renovales,co,Buena,0.4,02-03-2007,2007
620070303pm10,Avenida de Navarra,pm10,Desfavorable,90,03-03-2007,2007
620070303o3,Avenida de Navarra,o3,Buena,13,03-03-2007,2007
820070303no2,Renovales,no2,Buena,20,03-03-2007,2007
120070304no2,El Picarral,no2,Buena,38,04-03-2007,2007
920070304so2,Las Fuentes,so2,Buena,2,04-03-2007,2007
920070304pm10,Las Fuentes,pm10,Regular,41,04-03-2007,2007
120070305co,El Picarral,co,Buena,0.2,05-03-2007,2007
120040216co,El Picarral,co,"",0.4,16-02-2004,2004
120040216sh2,El Picarral,sh2,Buena,5,16-02-2004,2004
720040217co,Jaime Ferran,co,Buena,0.4,17-02-2004,2004
720040217sh2,Jaime Ferran,sh2,Buena,3,17-02-2004,2004
720040218o3,Jaime Ferran,o3,Buena,10,18-02-2004,2004
120040219no2,El Picarral,no2,Buena,23,19-02-2004,2004
120040219co,El Picarral,co,Buena,0.5,19-02-2004,2004
220090712co,Roger de Flor,co,Buena,0.2,12-07-2009,2009
1020090714o3,Centro,o3,Buena,47,14-07-2009,2009
220090714o3,Roger de Flor,o3,Razonablemente buena,52,14-07-2009,2009
220090720pm10,Roger de Flor,pm10,Regular,50,20-07-2009,2009
820050323no2,Renovales,no2,Razonablemente buena,46,23-03-2005,2005
620050324so2,Avenida de Navarra,so2,Buena,10,24-03-2005,2005
620050324pm10,Avenida de Navarra,pm10,Desfavorable,51,24-03-2005,2005
820050324so2,Renovales,so2,Buena,7,24-03-2005,2005
820050324co,Renovales,co,"",0.7,24-03-2005,2005
820050324o3,Renovales,o3,Buena,40,24-03-2005,2005
120050325co,El Picarral,co,"",0.8,25-03-2005,2005
220050519pm10,Roger de Flor,pm10,Buena,12,19-05-2005,2005
120050521no2,El Picarral,no2,Razonablemente buena,41,21-05-2005,2005
120050521o3,El Picarral,o3,Buena,30,21-05-2005,2005
720050522o3,Jaime Ferran,o3,Buena,45,22-05-2005,2005
720050524co,Jaime Ferran,co,"",0.6,24-05-2005,2005
720050524o3,Jaime Ferran,o3,Buena,38,24-05-2005,2005
220050525so2,Roger de Flor,so2,Buena,16,25-05-2005,2005
220050525o3,Roger de Flor,o3,Razonablemente buena,59,25-05-2005,2005
420050527no2,Miguel Servet,no2,Razonablemente buena,89,27-05-2005,2005
420050527o3,Miguel Servet,o3,Buena,33,27-05-2005,2005
320011017co,El Paraninfo,co,Buena,1,17-10-2001,2001
620011018so2,Avenida de Navarra,so2,Buena,18,18-10-2001,2001
520011018o3,Luis Vives,o3,Buena,22,18-10-2001,2001
120011018co,El Picarral,co,Buena,1,18-10-2001,2001
220011021co,Roger de Flor,co,Buena,1,21-10-2001,2001
220011021o3,Roger de Flor,o3,Buena,34,21-10-2001,2001
520011021so2,Luis Vives,so2,Buena,9,21-10-2001,2001
520011021no2,Luis Vives,no2,Razonablemente buena,67,21-10-2001,2001
320011021o3,El Paraninfo,o3,Buena,12,21-10-2001,2001
320011022so2,El Paraninfo,so2,Buena,24,22-10-2001,2001
220011023pm10,Roger de Flor,pm10,Razonablemente buena,32,23-10-2001,2001
220011023no2,Roger de Flor,no2,Razonablemente buena,67,23-10-2001,2001
520011023no2,Luis Vives,no2,Razonablemente buena,84,23-10-2001,2001
520011023co,Luis Vives,co,Buena,1,23-10-2001,2001
420011023no2,Miguel Servet,no2,Regular,99,23-10-2001,2001
420011023co,Miguel Servet,co,Razonablemente buena,2,23-10-2001,2001
420011023o3,Miguel Servet,o3,Buena,12,23-10-2001,2001
720011024so2,Jaime Ferran,so2,Buena,8,24-10-2001,2001
720011024o3,Jaime Ferran,o3,Buena,23,24-10-2001,2001
120011024no2,El Picarral,no2,Razonablemente buena,65,24-10-2001,2001
320011024o3,El Paraninfo,o3,Buena,5,24-10-2001,2001
220011025so2,Roger de Flor,so2,Buena,23,25-10-2001,2001
220011025no2,Roger de Flor,no2,Razonablemente buena,74,25-10-2001,2001
520011025pm10,Luis Vives,pm10,Regular,41,25-10-2001,2001
520011025o3,Luis Vives,o3,Buena,15,25-10-2001,2001
420011025pm10,Miguel Servet,pm10,Desfavorable,85,25-10-2001,2001
420011025no2,Miguel Servet,no2,Regular,111,25-10-2001,2001
420011025o3,Miguel Servet,o3,Buena,11,25-10-2001,2001
320011025so2,El Paraninfo,so2,Buena,53,25-10-2001,2001
320011025pm10,El Paraninfo,pm10,Regular,49,25-10-2001,2001
620011028co,Avenida de Navarra,co,Razonablemente buena,2,28-10-2001,2001
720011028o3,Jaime Ferran,o3,Buena,26,28-10-2001,2001
420011028so2,Miguel Servet,so2,Buena,12,28-10-2001,2001
420011028no2,Miguel Servet,no2,Razonablemente buena,77,28-10-2001,2001
620011029so2,Avenida de Navarra,so2,Buena,34,29-10-2001,2001
620011029co,Avenida de Navarra,co,Buena,0.3,29-10-2001,2001
520011029so2,Luis Vives,so2,Buena,11,29-10-2001,2001
520011029co,Luis Vives,co,Razonablemente buena,2,29-10-2001,2001
420011029so2,Miguel Servet,so2,Buena,22,29-10-2001,2001
420011029pm10,Miguel Servet,pm10,Muy Desfavorable,108,29-10-2001,2001
320011029so2,El Paraninfo,so2,Buena,33,29-10-2001,2001
420011030pm10,Miguel Servet,pm10,Muy Desfavorable,127,30-10-2001,2001
420011030no2,Miguel Servet,no2,Regular,111,30-10-2001,2001
320011030no2,El Paraninfo,no2,Regular,107,30-10-2001,2001
620011101co,Avenida de Navarra,co,Buena,1,01-11-2001,2001
720011101co,Jaime Ferran,co,Buena,1,01-11-2001,2001
120011101pm10,El Picarral,pm10,Razonablemente buena,24,01-11-2001,2001
420011101pm10,Miguel Servet,pm10,Razonablemente buena,32,01-11-2001,2001
420011101no2,Miguel Servet,no2,Razonablemente buena,63,01-11-2001,2001
420011101co,Miguel Servet,co,Buena,1,01-11-2001,2001
520011104pm10,Luis Vives,pm10,Razonablemente buena,30,04-11-2001,2001
320011104co,El Paraninfo,co,Razonablemente buena,2,04-11-2001,2001
320011104o3,El Paraninfo,o3,Buena,9,04-11-2001,2001
720011105co,Jaime Ferran,co,Buena,1,05-11-2001,2001
720011105o3,Jaime Ferran,o3,Buena,22,05-11-2001,2001
420011105no2,Miguel Servet,no2,Razonablemente buena,88,05-11-2001,2001
620011106so2,Avenida de Navarra,so2,Buena,21,06-11-2001,2001
620011106pm10,Avenida de Navarra,pm10,Regular,49,06-11-2001,2001
620011106no2,Avenida de Navarra,no2,Razonablemente buena,76,06-11-2001,2001
520011106pm10,Luis Vives,pm10,Razonablemente buena,23,06-11-2001,2001
520011106o3,Luis Vives,o3,Buena,17,06-11-2001,2001
120011106pm10,El Picarral,pm10,Razonablemente buena,26,06-11-2001,2001
420011106pm10,Miguel Servet,pm10,Regular,41,06-11-2001,2001
220011107co,Roger de Flor,co,Buena,1,07-11-2001,2001
620011107so2,Avenida de Navarra,so2,Buena,19,07-11-2001,2001
620011107pm10,Avenida de Navarra,pm10,Desfavorable,56,07-11-2001,2001
720011107so2,Jaime Ferran,so2,Buena,7,07-11-2001,2001
120011107pm10,El Picarral,pm10,Razonablemente buena,26,07-11-2001,2001
120011107o3,El Picarral,o3,Buena,24,07-11-2001,2001
420011107no2,Miguel Servet,no2,Razonablemente buena,79,07-11-2001,2001
420011107co,Miguel Servet,co,Buena,1,07-11-2001,2001
220011108so2,Roger de Flor,so2,Buena,6,08-11-2001,2001
220011108no2,Roger de Flor,no2,Razonablemente buena,53,08-11-2001,2001
620011108pm10,Avenida de Navarra,pm10,Desfavorable,76,08-11-2001,2001
720011108sh2,Jaime Ferran,sh2,Buena,3,08-11-2001,2001
520011108co,Luis Vives,co,Buena,1,08-11-2001,2001
320011108no2,El Paraninfo,no2,Regular,95,08-11-2001,2001
220011111so2,Roger de Flor,so2,Buena,5,11-11-2001,2001
220011111pm10,Roger de Flor,pm10,Razonablemente buena,36,11-11-2001,2001
620011111so2,Avenida de Navarra,so2,Buena,24,11-11-2001,2001
620011111pm10,Avenida de Navarra,pm10,Desfavorable,62,11-11-2001,2001
720011111pm10,Jaime Ferran,pm10,Desfavorable,64,11-11-2001,2001
120040109no2,El Picarral,no2,Buena,28,09-01-2004,2004
120040109co,El Picarral,co,Buena,0.9,09-01-2004,2004
120040109o3,El Picarral,o3,Buena,2,09-01-2004,2004
820040110no2,Renovales,no2,Buena,40,10-01-2004,2004
720040111no2,Jaime Ferran,no2,Buena,35,11-01-2004,2004
720040111sh2,Jaime Ferran,sh2,Buena,3,11-01-2004,2004
820040111so2,Renovales,so2,Buena,6,11-01-2004,2004
620040112co,Avenida de Navarra,co,Razonablemente buena,1.9,12-01-2004,2004
